user_id,order_id,order_date,item_name,item_category,price,quantity,offer_applied,city,payment_mode,delivery_time_mins,rating,total_amount,pre_post_offer,order_day,order_month,total_amount_discounted,price_zscore
4f0c6a5b-3ad2-4529-96a4-3dd88fde686a,606cf238-be49-45f4-bd5c-47a70a559cac,2024-11-22,Pasta,Italian,124.37,4,No,Phoenix,UPI,24,1.0,497.48,Post,4,11,497.48,-1.5618716691029133
4f7d28ca-a008-4665-a914-9af5a6a8034a,e7d4a696-c043-42aa-8d6a-5a2d543f621a,2025-04-10,Burger,Fast Food,190.43,1,Yes,Chicago,Debit Card,74,2.0,190.43,Post,3,4,171.387,-0.9405170903286811
f60aedb1-75e1-4e95-b2a3-c2f49531434a,ae707aef-cb82-47f0-8150-ab34100af449,2025-03-31,Burger,Fast Food,284.55,1,No,Los Angeles,Debit Card,72,5.0,284.55,Post,0,3,284.55,-0.05523260721892138
2c86e08c-9c6f-406d-af9c-7f5d708dd635,88d17285-cc64-4ce3-947f-6c86468c830b,2024-10-28,Pizza,Fast Food,112.33,3,No,Los Angeles,Cash,64,1.0,336.99,Post,0,10,336.99,-1.6751188554250716
f5b3fb6f-e30f-4e31-a956-4407aebc40bf,5039247b-da7c-498d-8fad-9240709f6af7,2024-12-26,Pasta,Fast Food,298.08,3,No,Phoenix,Cash,36,5.0,894.24,Post,3,12,894.24,0.07202938870622763
628901b0-a437-46bf-a28e-98624a09fb8f,01da2c0f-5907-41e0-a77b-15e35663c2db,2024-09-10,Pizza,Italian,203.25,1,Yes,Los Angeles,Credit Card,46,2.0,203.25,Pre,1,9,182.925,-0.8199332922680446
d2a00d54-008c-4473-b783-b01e83e9dc1d,009bbf62-9ae2-4973-be84-6b1d6993c279,2025-01-14,Burger,Indian,206.01,2,No,Houston,UPI,60,1.0,412.02,Post,1,1,412.02,-0.7939729738088125
f829fd0c-cd58-4714-b91f-9aae0aa01d3b,a6773090-56aa-4e4e-ad90-b09ef3ca4098,2024-12-24,Pasta,Fast Food,412.71,4,No,Phoenix,Debit Card,41,1.0,1650.84,Post,1,12,1650.84,1.1502291368880355
80d59e4c-f116-40cf-9897-0e9dc1355717,7a326605-21e0-44fb-b2d7-7f38a6408b27,2024-10-09,Salad,Vegetarian,141.96,2,Yes,Chicago,UPI,70,3.0,283.92,Post,2,10,255.52800000000002,-1.396421668487734
66467ea3-425d-496c-afb9-67159462ef85,e8b65ec0-db96-4da5-b821-acc97e9128a4,2024-11-29,Sushi,Italian,295.9,5,Yes,Houston,Cash,21,5.0,1479.5,Post,4,11,1331.55,0.05152449948842821
4ae5da3f-39d3-473b-863e-25946053634f,d0ecd4ea-d2d7-4a30-a6d3-4bc1c32db6bf,2024-09-05,Burger,Vegetarian,214.05,3,Yes,Phoenix,Credit Card,47,2.9950980392156863,642.1500000000001,Pre,3,9,577.9350000000001,-0.7183494374275706
f74146fa-617a-4d27-8090-534bd4e766e9,2881560c-2df4-4b1c-b3a8-180f8e949f58,2024-10-20,Pizza,Chinese,341.48,5,No,Houston,UPI,49,2.0,1707.4,Post,6,10,1707.4,0.4802459905651694
fe912e5d-4e4f-4adf-a141-28b44a2bf4a6,ae5ee2cf-28cf-4d33-8f46-521d2bfe9fdb,2024-07-24,Pasta,Fast Food,478.62,3,No,Houston,Credit Card,31,1.0,1435.86,Pre,2,7,1435.86,1.7701728287894836
8c71ff96-a843-46a2-a71e-01d9d2690530,d1cb6f54-8609-43a5-bbff-82c8041c8651,2025-02-26,Salad,Vegetarian,442.05,1,No,Phoenix,Cash,90,4.0,442.05,Post,2,2,442.05,1.4261986092046566
2e04f243-48ea-4960-8837-a95077bcc209,4699191e-1b99-43e4-a0bd-7be8338f41b9,2024-08-27,Pasta,Fast Food,367.64,3,Yes,Los Angeles,Credit Card,46,5.0,1102.92,Pre,1,8,992.628,0.7263046611787616
93f464fb-fad1-490e-8bdf-e9dfd6638ab9,6037462b-54f2-4db1-abb7-5f0f2e9eae95,2025-04-01,Pasta,Italian,121.28,4,Yes,New York,Debit Card,17,1.0,485.12,Post,1,4,436.608,-1.5909359386822712
aef6a3ee-d0cf-4b36-9f1e-2fc7d0d54bf1,a39608ce-e134-4359-a05f-c9ee48a30556,2024-05-20,Salad,Vegetarian,305.74,1,No,Houston,UPI,80,3.0,305.74,Pre,0,5,305.74,0.14407867834308252
fbd278df-7a23-4d9e-a1b4-60c3b7534027,ce98df11-0da4-451d-9b06-63ee0f6c3b7f,2024-08-30,Pasta,Chinese,287.92,3,No,Los Angeles,Credit Card,26,2.9950980392156863,863.76,Pre,4,8,863.76,-0.02353468214369938
f5ce4070-abe0-4a5b-9b5d-33ddb2f2a739,d3a48d90-330b-4264-acee-d5047e1589ed,2025-03-31,Burger,Vegetarian,114.95,2,Yes,New York,Credit Card,61,1.0,229.9,Post,0,3,206.91,-1.6504753647137713
cd2c1c2d-fa6f-4aa1-bbd1-7509ecc3d879,e30f050e-82a3-40f1-9452-d00d1c84ba4a,2024-09-04,Burger,Italian,383.59,2,No,Chicago,Cash,32,2.9950980392156863,767.18,Pre,2,9,767.18,0.8763289653181651
ff675d76-d554-4d9c-95b9-de0c97e706e1,834cfbf9-44ae-4c7c-8ce8-9a8188a125c8,2025-01-30,Sushi,Fast Food,327.69,1,No,Phoenix,UPI,60,1.0,327.69,Post,3,1,327.69,0.3505384573938604
034a2fd5-283f-4bc4-808f-5ae163d224c2,8ddf3c69-28aa-4de5-8d97-281852d27735,2025-03-31,Pizza,Vegetarian,417.44,3,Yes,Houston,Cash,78,1.0,1252.32,Post,0,3,1127.088,1.1947191029431692
a6bdda9d-0548-4fef-86df-d922c36126ed,c7b32c49-e28a-4ace-82c6-58f400f8f0e2,2024-10-24,Salad,Chinese,241.54,5,Yes,Houston,Credit Card,43,5.0,1207.7,Post,3,10,1086.93,-0.4597809032086237
705b6cc6-e21a-4943-a9fb-481b42155729,69b7d6c2-8e30-4229-bcc1-d79ff40d2e76,2024-05-23,Pizza,Vegetarian,122.04,5,Yes,Houston,UPI,85,4.0,610.2,Pre,3,5,549.1800000000001,-1.583787445193497
0d669791-da62-4930-b947-e09cc099ad4e,e2c2f8e7-9b0c-4ad5-99f9-cdbc2e6234c5,2025-04-04,Burger,Italian,102.6,3,No,New York,Credit Card,82,3.0,307.79999999999995,Post,4,4,307.79999999999995,-1.7666383839063502
885206d2-477e-4e46-a282-cf36195a83a7,b70c9828-bf17-4d1a-a66c-5ff8bdab0fc0,2024-09-23,Burger,Indian,386.95,5,Yes,New York,Debit Card,62,1.0,1934.75,Pre,0,9,1741.275,0.9079328312685349
a3f95805-35ec-413d-9193-72ad8c970424,e9a0c759-7a4d-4059-a6aa-95225325cb25,2024-08-23,Salad,Vegetarian,120.35,5,No,New York,UPI,72,5.0,601.75,Pre,4,8,601.75,-1.5996834372935342
6297064d-805e-4e6d-823f-8eaf508d98f2,06db7aa6-1c73-4d14-97f0-21f74cdf621c,2024-10-11,Salad,Chinese,396.49,3,No,Chicago,Debit Card,21,2.9950980392156863,1189.47,Post,4,10,1189.47,0.9976652363776203
b7c69f5a-a31a-4e05-bf47-34e94d696d91,0a926161-4eca-4f9c-bdec-74679a36f0f4,2024-11-09,Sushi,Italian,469.08,5,Yes,Houston,Cash,25,5.0,2345.4,Post,5,11,2110.86,1.680440423680398
8efc5984-b09b-475b-805a-931126744627,1bb59f9f-4f38-4103-b65b-72cd4b6cdfae,2024-06-27,Burger,Italian,101.99,2,Yes,Los Angeles,Debit Card,84,1.0,203.98,Pre,3,6,183.582,-1.7723759905223397
067d6cb5-0b34-45b3-9e91-83bdeae4b0d6,1491701c-2bf4-4e01-81b1-a72370e9ef0e,2024-08-22,Pasta,Chinese,176.59,1,Yes,Phoenix,Debit Card,88,5.0,176.59,Pre,3,8,158.931,-1.0706949191242514
79c89ae6-f24a-46ad-a75a-d97715bfb56e,459e28ae-ba24-45b9-81d8-07858bcae960,2024-06-03,Sushi,Indian,112.02,3,Yes,New York,UPI,83,4.0,336.06,Pre,0,6,302.454,-1.6780346882954924
5cb05ef3-ea80-4ba4-8013-61717591eca0,d5a44885-58f2-43e8-830a-77b1e5668c79,2024-05-01,Salad,Vegetarian,253.96,3,No,Chicago,UPI,73,2.9950980392156863,761.88,Pre,2,5,761.88,-0.34295947014207856
94f3e063-3593-4b92-8d81-05d088e4a579,bfe6038d-6b04-4cf9-94d9-03563981bd69,2024-10-11,Pizza,Indian,424.57,5,Yes,Chicago,Credit Card,53,2.9950980392156863,2122.85,Post,4,10,1910.565,1.2617832589628524
00b88e7c-dc8e-49aa-93f9-358e0c6291ca,553d3ccf-5127-49a1-aba1-87fd223c32e8,2024-12-11,Burger,Indian,458.3,3,Yes,Los Angeles,Credit Card,47,1.0,1374.9,Post,2,12,1237.41,1.5790446870896289
5d147ce2-3a41-4785-a25b-cd0e907e9232,c04a26db-138c-42ca-bcec-2cadd2e08a08,2024-06-24,Pizza,Indian,326.77,1,No,Houston,UPI,61,4.0,326.77,Pre,0,6,326.77,0.3418850179074495
37a5a2cd-205d-480f-aa8a-3a0cecf0245e,c49ad1ab-d491-4b8c-a2ac-ac505b5b80d9,2025-04-25,Pizza,Chinese,363.51,3,No,Chicago,UPI,53,5.0,1090.53,Post,4,4,1090.53,0.6874582426147655
50ada3fc-e1e1-46c8-a144-639278c56fb6,043975dd-afdc-4ada-9f19-00fa241e1143,2024-10-06,Burger,Indian,394.9,2,Yes,Phoenix,Cash,62,5.0,789.8,Post,6,10,710.8199999999999,0.9827098355261058
b98c5c2e-14c8-4b7c-9ef5-b55d09100106,54fde87a-0c34-46ca-85fb-c9c905fffce7,2024-10-28,Pizza,Vegetarian,291.52,1,No,New York,Cash,71,2.0,291.52,Post,0,10,291.52,0.01032660280312494
e4900730-5cd9-4617-a72c-359528dca989,303c2eb0-01d0-4f55-84c4-ece96fefcf44,2024-10-02,Pizza,Fast Food,376.83,2,No,Houston,Cash,82,2.9950980392156863,753.66,Post,2,10,753.66,0.8127449969180166
0ff40f7a-9a3d-4662-b422-14959da81374,77c865dd-eb3d-4ea4-abe4-dd434e5e5da6,2024-11-08,Pizza,Italian,285.51,1,No,Los Angeles,Cash,17,4.0,285.51,Post,4,11,285.51,-0.046202931233101666
2572786f-7ea0-4732-a41d-30017d24698c,31f2c7db-a1db-45da-ac78-985681d195e1,2024-09-13,Salad,Fast Food,340.5,2,No,Los Angeles,Debit Card,58,2.0,681.0,Pre,4,9,681.0,0.47102819632964477
799712ff-a139-4313-8cea-8cfd7484851d,aa8e8d28-397f-42dc-af34-46a9e87d5d08,2024-12-09,Pizza,Italian,259.35,4,Yes,Phoenix,UPI,84,2.0,1037.4,Post,0,12,933.6600000000001,-0.29226160184669375
1476c230-7314-4bd4-a906-bb86ea143bae,d65fa841-db2f-465e-81dd-8bed1518410e,2024-12-28,Sushi,Chinese,305.53,2,No,Houston,UPI,34,2.0,611.06,Post,5,12,611.06,0.14210343672118408
ff006aa6-f80d-400c-b338-f272ebca9ed0,de7aaa3a-4991-4efd-9411-6807ed5d3ab6,2024-12-08,Salad,Italian,372.92,3,Yes,Chicago,UPI,78,3.0,1118.76,Post,6,12,1006.884,0.7759678791007713
bddf5e83-decd-4193-9479-2ff54d66cd3d,d37d00ee-8a9c-4e7c-9f5a-cc118b380839,2024-07-14,Sushi,Italian,314.12,5,No,Houston,Cash,53,3.0,1570.6,Pre,6,7,1570.6,0.22290022496930206
143ad2c8-da92-4680-a586-cb8de5e3360f,c5b18d0c-cc7c-4560-9bdd-7c24f14ea68f,2025-02-26,Salad,Chinese,460.8,5,Yes,Houston,UPI,84,2.9950980392156863,2304.0,Post,2,2,2073.6,1.6025594683027016
e897d8cd-8ed4-4612-97cc-a317af0c075a,6cac26d7-457f-4516-8899-14f14dff948a,2024-06-01,Pasta,Indian,391.43,1,No,Phoenix,Debit Card,59,5.0,391.43,Pre,5,6,391.43,0.9500713192023612
89918151-a6ad-4255-b48e-46c9aab4bade,70409049-c78f-4151-afd7-9765f5fb8d15,2025-01-28,Burger,Fast Food,182.73,3,Yes,Los Angeles,Credit Card,82,5.0,548.1899999999999,Post,1,1,493.371,-1.012942616464945
56fde2c4-c7f1-41bc-b8b4-994b06cd591c,4fa513d3-d7b0-48a4-82c8-95b8b031c90d,2025-03-03,Salad,Fast Food,453.69,1,Yes,Chicago,Credit Card,36,4.0,453.69,Post,0,3,408.321,1.5356834305327227
67d545d4-6bef-4d7f-aaed-b9819559fbd0,d35001ae-4b6f-4e05-bb9c-8d85843bae43,2024-10-24,Burger,Indian,460.17,4,No,Phoenix,Credit Card,43,2.9950980392156863,1840.68,Post,3,10,1840.68,1.5966337434370073
2e520371-bc38-4051-86ed-8911b09edafc,0e05fea8-879d-4c34-aa22-322a40fd4708,2025-03-21,Pizza,Vegetarian,114.23,3,No,Chicago,UPI,53,5.0,342.69,Post,4,3,342.69,-1.657247621703136
e746971f-e1e4-4893-9ca2-21c89d17c523,89e96bfb-3aae-4a7b-a376-d8e6be9b2a54,2024-09-11,Pizza,Indian,461.11,1,Yes,Los Angeles,Debit Card,42,2.0,461.11,Pre,2,9,414.999,1.6054753011731226
902c9f21-d917-4e24-8f0a-3e4cd3812cb7,9ee49196-2e9b-476b-9c2c-454f8f49bd26,2025-04-01,Pizza,Italian,416.76,2,No,Los Angeles,UPI,53,4.0,833.52,Post,1,4,833.52,1.1883230824532134
d4268fa0-8457-46d6-a465-83d66d6626a3,03431f89-af0f-44e3-9c3b-7d1a673535aa,2024-05-05,Salad,Fast Food,328.78,4,Yes,Los Angeles,Cash,38,5.0,1315.12,Pre,6,5,1183.608,0.3607909020027599
be33c9d5-5989-4ca7-9c27-8d5b7230fbd7,139e5219-3193-4471-8ce6-dc27129497a4,2024-08-17,Sushi,Fast Food,311.62,1,No,Houston,Credit Card,70,2.9950980392156863,311.62,Pre,5,8,311.62,0.19938544375622938
e677e579-7b53-4c16-b5d2-8796106e28ad,016d0b91-ad15-4d73-bd6b-5480bf09de1f,2025-04-09,Burger,Vegetarian,408.74,1,Yes,Phoenix,Debit Card,28,2.9950980392156863,408.74,Post,2,4,367.86600000000004,1.1128876643216763
5f274399-bd44-4581-901e-8569846e73d4,eedee6e1-a57a-4c5b-9b7f-59c8e01baacd,2025-02-28,Sushi,Vegetarian,309.39,5,No,New York,Cash,70,4.0,1546.9499999999998,Post,4,2,1546.9499999999998,0.1784102589141684
2ec22431-428e-4e32-aefb-606a9d4402cc,6629caf5-f9f7-452b-bb3f-0379187c41e3,2025-01-03,Pizza,Chinese,411.76,3,No,Phoenix,Cash,17,3.0,1235.28,Post,4,1,1235.28,1.141293520027068
f9f3ca5d-8648-4fc6-9a19-a9ab2550778b,fe205a08-c4a9-4b91-a929-e18525c6969d,2024-07-27,Sushi,Chinese,413.02,3,Yes,Houston,UPI,35,2.9950980392156863,1239.06,Pre,5,7,1115.154,1.1531449697584566
0f511a38-8796-47bf-a8ab-9868af3529e3,f80e0fe0-46de-496a-a9bd-22ac177dbab4,2024-09-11,Sushi,Chinese,312.26,1,Yes,Phoenix,Credit Card,39,3.0,312.26,Pre,2,9,281.034,0.20540522774677586
e5f86c27-2830-4db5-a47e-56f6b082f917,b8a3ea9e-f733-4905-a0a9-bcd5fef937b2,2024-11-10,Sushi,Vegetarian,426.22,2,Yes,Los Angeles,Cash,23,2.9950980392156863,852.44,Post,6,11,767.196,1.2773030145634807
6783d8f7-ebc5-48b6-a5fd-19aef73af4c5,32601a33-685f-48e3-8063-2a4e878a179b,2024-08-29,Pasta,Vegetarian,351.45,4,No,Houston,Credit Card,35,2.9950980392156863,1405.8,Pre,3,8,1405.8,0.5740229380429029
554af2b3-b26d-428d-b01f-ff61445f710b,c73197c3-cce4-4ffe-bb2c-9296aaa7550a,2024-09-14,Pizza,Italian,458.38,4,No,Los Angeles,Cash,25,5.0,1833.52,Pre,5,9,1833.52,1.579797160088447
fb6773ea-651c-47b7-9b0b-069785fced2f,3effdb71-35bd-40a2-bdc0-37266e658b4e,2024-08-30,Pasta,Indian,195.73,4,Yes,Houston,Credit Card,34,5.0,782.92,Pre,4,8,704.6279999999999,-0.8906657541569672
33c0a549-0b36-4a17-a736-d408b0c1e62d,685157b0-02a8-4192-8d78-653afd62c78a,2024-06-26,Pizza,Vegetarian,460.26,5,No,New York,Cash,31,5.0,2301.3,Pre,2,6,2301.3,1.5974802755606776
8211a526-6bd0-4ca4-86ea-04061a833e25,50bb5cfc-729f-4655-8bf1-90d54367cb54,2024-05-02,Salad,Indian,385.8,2,No,Chicago,Debit Card,85,5.0,771.6,Pre,3,5,771.6,0.8971160319105216
471a5f68-76bd-4f9d-af4a-b2d0ca104836,8ce530ba-38c2-4d7b-8b3a-6a2eda5d8fb8,2024-10-15,Pizza,Indian,127.8,5,No,Houston,UPI,63,1.0,639.0,Post,1,10,639.0,-1.5296093892785776
e19e2275-8d74-4b29-9238-e16228203b84,23553536-48ea-4f2e-ab91-2f71f39d759e,2024-10-07,Salad,Italian,316.35,1,No,Los Angeles,UPI,57,5.0,316.35,Post,0,10,316.35,0.24387540981136305
ac99e0de-5d4d-49c0-a247-8158de8c1ef4,080b17c4-63d9-4bee-8fec-bc6617103886,2024-07-18,Burger,Italian,422.91,1,Yes,Los Angeles,Credit Card,26,2.9950980392156863,422.91,Pre,3,7,380.619,1.2461694442373723
56feba7c-24f4-4ae7-98d0-3b335ccce2c4,56cc9be5-1d97-4ee0-9b9c-8269cb4564f9,2025-03-14,Sushi,Fast Food,447.97,2,No,New York,UPI,30,4.0,895.94,Post,4,3,895.94,1.4818816111172128
a6f936f7-a93e-4e98-b1c9-52bb34f9405f,d447a93d-7d62-4474-8591-435573605030,2024-10-30,Sushi,Vegetarian,370.54,1,No,Los Angeles,Credit Card,78,2.0,370.54,Post,2,10,370.54,0.7535818073859262
d807166b-0741-422b-ab64-bbbc8d5e8fd2,2bc90502-7de0-4c04-9cca-fe349c2a86d1,2024-05-12,Pasta,Fast Food,476.84,1,Yes,Chicago,UPI,42,2.9950980392156863,476.84,Pre,6,5,429.156,1.7534303045657755
4e1232f6-ae4b-4eaf-b96d-b2cc2c8eada3,e9684546-76ef-4a6e-b920-0d94971f290b,2024-09-06,Salad,Italian,106.17,5,Yes,Chicago,Credit Card,51,4.0,530.85,Pre,4,9,477.76500000000004,-1.7330592763340822
0ecc2af1-1879-43c8-9e70-1cda793b78c3,4930da35-715a-47cd-bbcb-a32ee3dfc447,2024-08-08,Salad,Italian,260.94,1,Yes,New York,Credit Card,25,2.9950980392156863,260.94,Pre,3,8,234.846,-0.2773062009951798
b8226edb-f01f-46bc-898d-9004b819a1c2,0570d46a-2206-4dc3-bdff-1ca24b56f46f,2024-05-20,Sushi,Indian,364.75,5,No,Chicago,Debit Card,20,3.0,1823.75,Pre,0,5,1823.75,0.6991215740964497
5b01e842-2073-4b3c-b0df-f4200ffe6f51,8a9152ff-1618-448a-b553-cfb80d87d4dd,2024-09-27,Salad,Fast Food,347.91,1,No,New York,UPI,78,2.9950980392156863,347.91,Pre,4,9,347.91,0.5407260078451924
76964c23-0fd7-4a0a-b32b-4ac755a11ca2,e0054135-20b1-4ece-9197-6b3261540369,2024-07-27,Pasta,Indian,382.21,5,Yes,Chicago,UPI,68,1.0,1911.05,Pre,5,7,1719.945,0.8633488060885489
2a074748-6a2d-4e2b-804d-b40920e9bc85,f342b338-5082-4cba-9a2e-c974b0582c41,2024-05-27,Salad,Italian,357.93,2,No,Phoenix,UPI,72,3.0,715.86,Pre,0,5,715.86,0.6349732509471875
a0e3dc97-bbf7-4307-9366-9299410af089,c4688703-30cf-4fc5-b35c-b000d22ef695,2024-11-17,Sushi,Chinese,389.89,2,No,Phoenix,Credit Card,63,2.9950980392156863,779.78,Post,6,11,779.78,0.9355862139751082
e914a3fc-294f-4dbf-9388-13a22c4459e3,49222c60-348a-4606-9760-65d1496b8ca2,2025-02-28,Sushi,Vegetarian,362.04,3,Yes,Chicago,Credit Card,72,2.0,1086.12,Post,4,2,977.5079999999999,0.6736315512614791
e22e0d06-f305-4c8a-8b51-1e819dc407bb,50d88bdb-23d5-497b-8fe6-a358cf4ee242,2024-11-10,Salad,Indian,145.31,3,No,Phoenix,UPI,85,3.0,435.93,Post,6,11,435.93,-1.3649118616622167
5d1aa432-5467-4651-b83f-76e9bd05ceb4,181a2404-1013-4409-aadc-ce0ad3f1a1d9,2024-12-18,Sushi,Indian,303.09,4,No,Houston,Debit Card,70,2.0,1212.36,Post,2,12,1212.36,0.11915301025722518
ca56a1f0-e919-4f54-a80f-6f0bf78c8480,c14d9572-8798-4928-acee-fcf58527bb6e,2025-03-29,Pizza,Chinese,351.7,4,Yes,Houston,Debit Card,20,2.0,1406.8,Post,5,3,1266.12,0.5763744161642103
b121daf7-3dd9-49eb-ad60-f3a2d9b9246b,031a92e7-bd93-482b-aa6c-3d14ba2ab03c,2025-03-19,Pizza,Chinese,362.12,5,Yes,Chicago,UPI,46,4.0,1810.6,Post,2,3,1629.54,0.6743840242602973
8a7904f7-131d-498d-adcf-35e89eab0c4d,d403b4b6-2669-4630-b493-d5ca17f04872,2024-09-12,Salad,Indian,190.88,5,No,Houston,Credit Card,33,3.0,954.4,Pre,3,9,954.4,-0.9362844297103282
0ba3d3ca-7b2c-4b2b-86a4-754eeab722b0,6d1abb61-9da2-4207-87eb-d07b55b09627,2024-05-23,Salad,Indian,217.81,1,Yes,New York,Credit Card,18,5.0,217.81,Pre,3,5,196.029,-0.6829832064831094
cb486cff-b44c-4f1b-99a0-c78a2eafe570,a93061d8-f272-4fc2-a5bf-4d55907ab5d3,2025-03-15,Burger,Fast Food,302.83,4,No,Los Angeles,Debit Card,48,2.9950980392156863,1211.32,Post,5,3,1211.32,0.11670747301106571
010f1fda-b236-400d-90a7-223310c6bfaf,21578efd-9a95-4394-b1d0-d46e5fed1d10,2024-10-23,Burger,Italian,143.5,2,Yes,Phoenix,Cash,71,1.0,287.0,Post,2,10,258.3,-1.3819365632604814
5b2c39d3-4a03-4f8b-ba64-fef791d30d3b,c5d262ca-e97c-4114-a27d-e7fa9ebf5b82,2024-06-25,Pasta,Chinese,316.7,5,No,Phoenix,Debit Card,73,2.0,1583.5,Pre,1,6,1583.5,0.2471674791811929
c311c140-cfef-4920-9227-af17e58be7a3,9fb7183c-9370-4e5f-98d8-37155a04cb4b,2024-10-04,Pizza,Chinese,219.78,2,No,New York,Credit Card,25,2.9950980392156863,439.56,Post,4,10,439.56,-0.6644535588872081
260acfc1-bcd8-433e-9606-54ea7d92e933,9e9d0810-7351-431a-a127-4234a2312197,2025-03-05,Sushi,Vegetarian,253.62,2,Yes,Phoenix,UPI,90,3.0,507.24,Post,2,3,456.516,-0.34615748038705646
7cc560bb-b782-49a4-b1cd-87441676d2e5,755310e5-911a-4bd0-887e-5ff901d10e3f,2024-05-23,Salad,Chinese,238.16,3,No,Los Angeles,Credit Card,32,1.0,714.48,Pre,3,5,714.48,-0.4915728874086979
25aeb087-2ae1-45ea-abf6-6301bd705f78,6883e00c-bda4-4ffe-b03e-87014b4ebfcb,2024-10-22,Burger,Indian,355.82,5,Yes,Los Angeles,Credit Card,34,3.0,1779.1,Post,1,10,1601.19,0.615126775603354
09b8390a-ec70-4617-97a8-3dc0fb1ab3b5,795ab7de-0cbd-47aa-b2f7-b544bc955ee1,2024-09-27,Burger,Fast Food,444.61,2,No,Phoenix,Cash,15,2.0,889.22,Pre,4,9,889.22,1.450277745166843
d3b3965b-b78b-4943-b95c-f29f0b8f3838,55c1a96f-e8d2-4c88-990d-3d5d46f0ce95,2024-08-31,Sushi,Chinese,352.73,4,Yes,Phoenix,Credit Card,24,2.9950980392156863,1410.92,Pre,5,8,1269.8280000000002,0.5860625060239965
